runid	clusterid	annote	Methanothermococcus_archaeon_SAG_AD_155_C09	Methanothermococcus_archaeon_SAG_AD_155_K20	Methanothermococcus_archaeon_SAG_AD_155_M21	Methanothermococcus_archaeon_SAG_AD_155_N22	Methanothermococcus_archaeon_SAG_AD_155_E23
all_I_2.0_c_0.4_m_maxbit	1607	udp-4-amino-4,6-dideoxy-n-acetyl-beta-l-altrosami ne transaminase_ga0150973_105328	NONE	fig|155862.3.peg.62	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1034	type ii restriction/modification system, dna methylase subunit yeea_ga0150972_119954	NONE	NONE	NONE	fig|155862.5.peg.486	fig|155862.2.peg.801
all_I_2.0_c_0.4_m_maxbit	1489	hypothetical protein_ga0150971_10173	fig|155862.1.peg.154	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	890	 malate dehydrogenase (nad) /l-sulfolactate dehydrogenase_ga0150974_16384	NONE	NONE	fig|155862.4.peg.904	fig|155862.5.peg.804	fig|155862.2.peg.118
all_I_2.0_c_0.4_m_maxbit	257	heromone shutdown-related protein trab_ga0150972_119914	fig|155862.1.peg.258	NONE	fig|155862.4.peg.694	fig|155862.5.peg.741	fig|155862.2.peg.762
all_I_2.0_c_0.4_m_maxbit	1748	hypothetical protein_ga0150972_116663	NONE	NONE	NONE	NONE	fig|155862.2.peg.717
all_I_2.0_c_0.4_m_maxbit	1179	rna wybutosine-synthesizing protein 3_ga0150972_120337	fig|155862.1.peg.807	NONE	NONE	NONE	fig|155862.2.peg.876
all_I_2.0_c_0.4_m_maxbit	516	 membrane-bound hydrogenase subunit ehae_ga0150971_11216	fig|155862.1.peg.1224	NONE	fig|155862.4.peg.399	NONE	fig|155862.2.peg.392
all_I_2.0_c_0.4_m_maxbit	971	 pantothenate synthetase_ga0150971_111220	fig|155862.1.peg.1171	NONE	NONE	NONE	fig|155862.2.peg.951
all_I_2.0_c_0.4_m_maxbit	414	 inosine-5'-monophosphate dehydrogenase_ga0150971_109347	fig|155862.1.peg.1010	NONE	NONE	fig|155862.5.peg.34	fig|155862.2.peg.577
all_I_2.0_c_0.4_m_maxbit	1829	hypothetical protein_ga0150975_16281	NONE	NONE	NONE	fig|155862.5.peg.510	NONE
all_I_2.0_c_0.4_m_maxbit	1256	protein of unknown function (duf3343)_ga0150974_160410	NONE	NONE	fig|155862.4.peg.877	fig|155862.5.peg.499	NONE
all_I_2.0_c_0.4_m_maxbit	661	rna polymerase rpb3/rpoa insert domain-containing protein_ga0150974_13501	fig|155862.1.peg.227	NONE	fig|155862.4.peg.612	NONE	fig|155862.2.peg.741
all_I_2.0_c_0.4_m_maxbit	88	3-isopropylmalate/(r)-2-methylmalate dehydratase small subuni_ga0150975_16282	fig|155862.1.peg.668;fig|155862.1.peg.79	NONE	fig|155862.4.peg.300	fig|155862.5.peg.511	fig|155862.2.peg.245
all_I_2.0_c_0.4_m_maxbit	495	uncharacterized protein, duf1786 family_ga0150971_111310	fig|155862.1.peg.1182	NONE	fig|155862.4.peg.429	fig|155862.5.peg.638	NONE
all_I_2.0_c_0.4_m_maxbit	1401	 membrane-bound hydrogenase subunit ehak_ga0150972_109578	NONE	NONE	NONE	NONE	fig|155862.2.peg.386
all_I_2.0_c_0.4_m_maxbit	738	ative transcriptional regula_ga0150972_10847	fig|155862.1.peg.490	NONE	NONE	fig|155862.5.peg.23	fig|155862.2.peg.286
all_I_2.0_c_0.4_m_maxbit	169	 aspartyl/glutamyl-trna(asn/gln) amidotransferase subunit b_ga0150974_12748	fig|155862.1.peg.1197	NONE	fig|155862.4.peg.487	fig|155862.5.peg.721	fig|155862.2.peg.861
all_I_2.0_c_0.4_m_maxbit	1660	hypothetical protein_ga0150971_10663	fig|155862.1.peg.718	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1027	fad synthetase_ga0150972_114837	fig|155862.1.peg.1364	NONE	NONE	NONE	fig|155862.2.peg.579
all_I_2.0_c_0.4_m_maxbit	1494	hypothetical protein_ga0150971_101826	fig|155862.1.peg.182	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	883	radical sam superfamily enzyme with c-terminal helix-hairpin-helix motif_ga0150974_13094	fig|155862.1.peg.992	NONE	fig|155862.4.peg.540	NONE	fig|155862.2.peg.797
all_I_2.0_c_0.4_m_maxbit	262	 acetolactate synthase, small subuni_ga0150974_10178	fig|155862.1.peg.288	NONE	fig|155862.4.peg.16	fig|155862.5.peg.607	fig|155862.2.peg.188
all_I_2.0_c_0.4_m_maxbit	1741	class iii signal peptide_ga0150972_114351	NONE	NONE	NONE	NONE	fig|155862.2.peg.532
all_I_2.0_c_0.4_m_maxbit	1168	 dna primase large subuni_ga0150972_12731	fig|155862.1.peg.78	NONE	NONE	NONE	fig|155862.2.peg.1164
all_I_2.0_c_0.4_m_maxbit	573	hypothetical protein_ga0150972_116651	fig|155862.1.peg.1307	fig|155862.3.peg.25	NONE	NONE	fig|155862.2.peg.711
all_I_2.0_c_0.4_m_maxbit	960	adenine-specific dna-methyltransferase_ga0150971_11076	fig|155862.1.peg.1133	NONE	fig|155862.4.peg.90	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	407	ansitional endoplasmic reticulum atpase_ga0150972_102675	fig|155862.1.peg.612	NONE	NONE	fig|155862.5.peg.127	fig|155862.2.peg.79
all_I_2.0_c_0.4_m_maxbit	1249	methanogenesis marker radical sam protein_ga0150974_163811	NONE	NONE	fig|155862.4.peg.909	fig|155862.5.peg.2	NONE
all_I_2.0_c_0.4_m_maxbit	650	 n(2),n(2)-dimethylguanosine trna methyltransferase_ga0150974_14924	fig|155862.1.peg.207	NONE	fig|155862.4.peg.780	NONE	fig|155862.2.peg.642
all_I_2.0_c_0.4_m_maxbit	81	hypothetical protein_ga0150972_11294	fig|155862.1.peg.524	NONE	fig|155862.4.peg.570	fig|155862.5.peg.710;fig|155862.5.peg.89	fig|155862.2.peg.418
all_I_2.0_c_0.4_m_maxbit	484	amidase_ga0150974_102015	fig|155862.1.peg.1144	NONE	fig|155862.4.peg.74	NONE	fig|155862.2.peg.458
all_I_2.0_c_0.4_m_maxbit	1406	cobn/magnesium chelatase_ga0150972_10401	NONE	NONE	NONE	NONE	fig|155862.2.peg.180
all_I_2.0_c_0.4_m_maxbit	795	 l-threonine synthase_ga0150972_107710	fig|155862.1.peg.669	NONE	fig|155862.4.peg.301	NONE	fig|155862.2.peg.246
all_I_2.0_c_0.4_m_maxbit	174	 isoleucyl-trna synthetase_ga0150974_12848	fig|155862.1.peg.1267	NONE	fig|155862.4.peg.515	fig|155862.5.peg.544	fig|155862.2.peg.635
all_I_2.0_c_0.4_m_maxbit	1653	 udp-galactopyranose mutase_ga0150972_115957	NONE	NONE	NONE	NONE	fig|155862.2.peg.654
all_I_2.0_c_0.4_m_maxbit	1080	ligosaccharide repeat unit polymerase_ga0150972_102931	fig|155862.1.peg.300	NONE	NONE	NONE	fig|155862.2.peg.156
all_I_2.0_c_0.4_m_maxbit	1487	hypothetical protein_ga0150971_10171	fig|155862.1.peg.152	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	872	 aspartyl-trna synthetase_ga0150972_12386	fig|155862.1.peg.948	NONE	fig|155862.4.peg.871	NONE	fig|155862.2.peg.934
all_I_2.0_c_0.4_m_maxbit	319	hydrogenase nickel incorporation protein hypa/hybf_ga0150975_12767	fig|155862.1.peg.551	NONE	fig|155862.4.peg.539	fig|155862.5.peg.205	fig|155862.2.peg.837
all_I_2.0_c_0.4_m_maxbit	1730	hypothetical protein_ga0150972_104036	NONE	NONE	NONE	NONE	fig|155862.2.peg.215
all_I_2.0_c_0.4_m_maxbit	1161	eprotein translocase subunit secd_ga0150971_105612	fig|155862.1.peg.648	NONE	NONE	NONE	fig|155862.2.peg.603
all_I_2.0_c_0.4_m_maxbit	562	iron complex transport system atp-binding protein_ga0150975_16206	fig|155862.1.peg.91	NONE	NONE	fig|155862.5.peg.490	fig|155862.2.peg.805
all_I_2.0_c_0.4_m_maxbit	1017	hypothetical protein_ga0150972_10824	fig|155862.1.peg.1326	NONE	NONE	NONE	fig|155862.2.peg.250
all_I_2.0_c_0.4_m_maxbit	396	arbonic anhydrase_ga0150974_14586	NONE	fig|155862.3.peg.80	fig|155862.4.peg.729	fig|155862.5.peg.405	fig|155862.2.peg.1094
all_I_2.0_c_0.4_m_maxbit	1254	hypothetical protein_ga0150974_14881	NONE	NONE	fig|155862.4.peg.761;fig|155862.4.peg.605	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	643	hypothetical protein_ga0150971_101840	fig|155862.1.peg.189	fig|155862.3.peg.31	NONE	NONE	fig|155862.2.peg.1008
all_I_2.0_c_0.4_m_maxbit	86	molybdate transport system substrate-binding protein_ga0150973_108353	fig|155862.1.peg.626	fig|155862.3.peg.120;fig|155862.3.peg.97;fig|155862.3.peg.42	fig|155862.4.peg.587	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1565	hypothetical protein_ga0150973_1184318	NONE	fig|155862.3.peg.205	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1399	serine/threonine protein kinase_ga0150971_113912	fig|155862.1.peg.1418	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	784	rna-metabolising metallo-beta-lactamase_ga0150971_10052	fig|155862.1.peg.62	NONE	fig|155862.4.peg.742	NONE	fig|155862.2.peg.856
all_I_2.0_c_0.4_m_maxbit	167	uncharacterized membrane protein_ga0150975_16203	fig|155862.1.peg.1189;fig|155862.1.peg.1188	NONE	NONE	fig|155862.5.peg.487	fig|155862.2.peg.802
all_I_2.0_c_0.4_m_maxbit	1642	ype i restriction enzyme, s subuni_ga0150971_10855	fig|155862.1.peg.872	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1073	 peptide chain release factor subunit 1 (aerf-1)_ga0150973_113036	NONE	fig|155862.3.peg.169	NONE	NONE	fig|155862.2.peg.991
all_I_2.0_c_0.4_m_maxbit	1476	nucleoside-diphosphate-sugar epimerase_ga0150972_11435	NONE	NONE	NONE	NONE	fig|155862.2.peg.487
all_I_2.0_c_0.4_m_maxbit	865	glutamate synthase domain-containing protein 2_ga0150974_12785	fig|155862.1.peg.982	NONE	fig|155862.4.peg.506;fig|155862.4.peg.5	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	308	ative methanogenesis marker protein 12_ga0150974_120921	fig|155862.1.peg.498	NONE	fig|155862.4.peg.354	fig|155862.5.peg.590	fig|155862.2.peg.536
all_I_2.0_c_0.4_m_maxbit	1787	hypothetical protein_ga0150974_12743	NONE	NONE	fig|155862.4.peg.482	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1166	hypothetical protein_ga0150971_10659	fig|155862.1.peg.735;fig|155862.1.peg.716	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	555	 5-(carboxyamino)imidazole ribonucleotide mutase_ga0150971_10587	fig|155862.1.peg.681	NONE	fig|155862.4.peg.125	NONE	fig|155862.2.peg.766
all_I_2.0_c_0.4_m_maxbit	1022	 glutamyl-trna(gln) amidotransferase subunit d_ga0150971_11313	fig|155862.1.peg.1355	NONE	NONE	NONE	fig|155862.2.peg.755
all_I_2.0_c_0.4_m_maxbit	389	sec61beta family protein_ga0150973_118436	fig|155862.1.peg.974	fig|155862.3.peg.193	NONE	fig|155862.5.peg.728	fig|155862.2.peg.1138
all_I_2.0_c_0.4_m_maxbit	1311	hage tail tape measure protein, tp901 family, core region_ga0150971_10956	fig|155862.1.peg.1053	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	696	methyl-coenzyme m reductase alpha subunit, n-terminal domain_ga0150974_12922	fig|155862.1.peg.328	NONE	fig|155862.4.peg.526;fig|155862.4.peg.525	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	79	 phosphoribosylamine--glycine ligase_ga0150975_18813	fig|155862.1.peg.424	NONE	NONE	fig|155862.5.peg.801;fig|155862.5.peg.207;fig|155862.5.peg.201	fig|155862.2.peg.835
all_I_2.0_c_0.4_m_maxbit	1554	initiation factor eif2 gamma, c terminal_ga0150975_11731	NONE	NONE	NONE	fig|155862.5.peg.146	NONE
all_I_2.0_c_0.4_m_maxbit	1388	hypothetical protein_ga0150971_105228	fig|155862.1.peg.585	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	777	zinc finger protein_ga0150971_10532	fig|155862.1.peg.597	NONE	fig|155862.4.peg.159	NONE	fig|155862.2.peg.815
all_I_2.0_c_0.4_m_maxbit	220	hypothetical protein_ga0150974_127414	fig|155862.1.peg.1411	fig|155862.3.peg.112	fig|155862.4.peg.493	fig|155862.5.peg.346	NONE
all_I_2.0_c_0.4_m_maxbit	1635	ype i restriction enzyme, r subuni_ga0150974_102010	NONE	NONE	fig|155862.4.peg.69	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1078	anscriptional regulator trmb_ga0150972_102930	fig|155862.1.peg.299	NONE	NONE	NONE	fig|155862.2.peg.155
all_I_2.0_c_0.4_m_maxbit	1533	hypothetical protein_ga0150974_11743	NONE	NONE	fig|155862.4.peg.299	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	870	 histidyl-trna synthetase_ga0150972_12388	fig|155862.1.peg.946	NONE	fig|155862.4.peg.873	NONE	fig|155862.2.peg.936
all_I_2.0_c_0.4_m_maxbit	301	hosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase_ga0150971_104024	fig|155862.1.peg.453	NONE	fig|155862.4.peg.858	fig|155862.5.peg.663	fig|155862.2.peg.1039
all_I_2.0_c_0.4_m_maxbit	1776	 n-acetylneuraminate synthase_ga0150973_105327	NONE	fig|155862.3.peg.61	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1159	large subunit ribosomal protein lx_ga0150974_14462	fig|155862.1.peg.641	NONE	fig|155862.4.peg.709	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	544	 methionyl-trna synthetase_ga0150975_11587	NONE	NONE	fig|155862.4.peg.320	fig|155862.5.peg.131	fig|155862.2.peg.83
all_I_2.0_c_0.4_m_maxbit	1015	ibulose-phosphate 3-epimerase_ga0150971_10282	fig|155862.1.peg.297	NONE	NONE	NONE	fig|155862.2.peg.153
all_I_2.0_c_0.4_m_maxbit	442	 monomeric archaeal dna polymerase sliding clam_ga0150971_10998	fig|155862.1.peg.1084	NONE	fig|155862.4.peg.50	NONE	fig|155862.2.peg.946
all_I_2.0_c_0.4_m_maxbit	1300	s-layer protein, mj0822 family_ga0150974_13442	NONE	NONE	fig|155862.4.peg.610	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	689	small subunit ribosomal protein s24e_ga0150972_10773	fig|155862.1.peg.310	NONE	fig|155862.4.peg.361	NONE	fig|155862.2.peg.239
all_I_2.0_c_0.4_m_maxbit	68	ihydroorotate dehydrogenase electron transfer subuni_ga0150975_168311	fig|155862.1.peg.26	fig|155862.3.peg.145	NONE	fig|155862.5.peg.596;fig|155862.5.peg.588	fig|155862.2.peg.530
all_I_2.0_c_0.4_m_maxbit	1547	multimeric flavodoxin wrba_ga0150971_107421	fig|155862.1.peg.817	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1381	alpha-amylase_ga0150971_11127	fig|155862.1.peg.1159	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	782	dna primase_ga0150975_13886	fig|155862.1.peg.609	NONE	NONE	fig|155862.5.peg.366	fig|155862.2.peg.774
all_I_2.0_c_0.4_m_maxbit	213	udp-glucuronate 4-epimerase_ga0150971_10031	fig|155862.1.peg.14	fig|155862.3.peg.129	fig|155862.4.peg.596	NONE	fig|155862.2.peg.520
all_I_2.0_c_0.4_m_maxbit	1688	hypothetical protein_ga0150971_10857	fig|155862.1.peg.874	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1071	nanornase/pap phosphatase, hydrolyzes c-di-amp and oligornas_ga0150971_100416	fig|155862.1.peg.44	NONE	NONE	NONE	fig|155862.2.peg.955
all_I_2.0_c_0.4_m_maxbit	1522	4fe-4s binding domain-containing protein_ga0150972_112915	NONE	NONE	NONE	NONE	fig|155862.2.peg.429
all_I_2.0_c_0.4_m_maxbit	927	7-cyano-7-deazaguanine synthase_ga0150975_18858	fig|155862.1.peg.1038	NONE	NONE	fig|155862.5.peg.833	NONE
all_I_2.0_c_0.4_m_maxbit	290	acetyltransferase_ga0150971_103836	fig|155862.1.peg.404	fig|155862.3.peg.195	NONE	fig|155862.5.peg.730	fig|155862.2.peg.1140
all_I_2.0_c_0.4_m_maxbit	1769	hypothetical protein_ga0150973_105321	NONE	fig|155862.3.peg.55	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1212	dhha1 domain-containing protein_ga0150975_11052	NONE	NONE	fig|155862.4.peg.561	fig|155862.5.peg.118	NONE
all_I_2.0_c_0.4_m_maxbit	601	 ssu ribosomal protein s5p_ga0150971_101419	fig|155862.1.peg.136	NONE	fig|155862.4.peg.643	NONE	fig|155862.2.peg.42
all_I_2.0_c_0.4_m_maxbit	1004	hypothetical protein_ga0150974_132224	NONE	NONE	fig|155862.4.peg.603	fig|155862.5.peg.124	NONE
all_I_2.0_c_0.4_m_maxbit	435	tigr00297 family protein_ga0150974_11254	fig|155862.1.peg.1044	NONE	fig|155862.4.peg.222	NONE	fig|155862.2.peg.990
all_I_2.0_c_0.4_m_maxbit	1293	arallel beta-helix repeat (two copies)_ga0150971_11341	fig|155862.1.peg.1392	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	694	hypothetical protein_ga0150971_10322	fig|155862.1.peg.325	NONE	fig|155862.4.peg.179	NONE	fig|155862.2.peg.1015
all_I_2.0_c_0.4_m_maxbit	125	ative methanogenesis marker protein 17_ga0150975_18824	fig|155862.1.peg.104	NONE	fig|155862.4.peg.202	fig|155862.5.peg.805	fig|155862.2.peg.146
all_I_2.0_c_0.4_m_maxbit	1536	exosortase/archaeosortase family protein_ga0150971_10271	fig|155862.1.peg.293	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1434	ni2+-binding gtpase involved in regulation of expression and maturation of urease and hydrogenase_ga0150971_112422	fig|155862.1.peg.1300	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	775	hypothetical protein_ga0150972_114327	fig|155862.1.peg.579	NONE	NONE	fig|155862.5.peg.768	fig|155862.2.peg.508
all_I_2.0_c_0.4_m_maxbit	202	 chorismate lyase_ga0150972_114913	fig|155862.1.peg.1346	NONE	fig|155862.4.peg.892	fig|155862.5.peg.238	fig|155862.2.peg.595
all_I_2.0_c_0.4_m_maxbit	1681	hypothetical protein_ga0150972_109558	NONE	NONE	NONE	NONE	fig|155862.2.peg.366
all_I_2.0_c_0.4_m_maxbit	1060	l-ascorbate metabolism protein ulag, beta-lactamase superfamily_ga0150972_114838	fig|155862.1.peg.242	NONE	NONE	NONE	fig|155862.2.peg.580
all_I_2.0_c_0.4_m_maxbit	1515	repressor of nif and glna expression_ga0150971_101938	fig|155862.1.peg.231	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	916	dna topoisomerase-1_ga0150971_10963	fig|155862.1.peg.1071	NONE	fig|155862.4.peg.443	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	347	 transcriptional regulator, asnc family_ga0150972_124339	fig|155862.1.peg.730	NONE	fig|155862.4.peg.256	fig|155862.5.peg.652	fig|155862.2.peg.1047
all_I_2.0_c_0.4_m_maxbit	1774	spore coat polysaccharide biosynthesis protein spsf_ga0150973_105326	NONE	fig|155862.3.peg.60	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1205	hypothetical protein_ga0150971_109229	fig|155862.1.peg.952	NONE	NONE	NONE	fig|155862.2.peg.886
all_I_2.0_c_0.4_m_maxbit	606	balt/nickel transport system permease protein_ga0150974_12267	fig|155862.1.peg.1367	NONE	fig|155862.4.peg.382	NONE	fig|155862.2.peg.873
all_I_2.0_c_0.4_m_maxbit	997	cobn/magnesium chelatase_ga0150974_12841	NONE	NONE	fig|155862.4.peg.510;fig|155862.4.peg.508	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	424	nserved hypothetical protein_ga0150971_109365	fig|155862.1.peg.1026	fig|155862.3.peg.93	NONE	NONE	fig|155862.2.peg.1079
all_I_2.0_c_0.4_m_maxbit	1282	telomere recombination_ga0150974_14451	NONE	NONE	fig|155862.4.peg.702	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	687	hypothetical protein_ga0150971_10905	fig|155862.1.peg.924;fig|155862.1.peg.844;fig|155862.1.peg.305	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	114	 precorrin-6y c5,15-methyltransferase (decarboxylating)_ga0150972_116636	fig|155862.1.peg.758	NONE	fig|155862.4.peg.884	fig|155862.5.peg.635	fig|155862.2.peg.697
all_I_2.0_c_0.4_m_maxbit	1593	hypothetical protein_ga0150971_104055	fig|155862.1.peg.484	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1427	atp-binding cassette, sub-family e, member 1_ga0150971_10078	fig|155862.1.peg.80	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	828	hypothetical protein_ga0150974_16552	fig|155862.1.peg.776	NONE	fig|155862.4.peg.911	NONE	fig|155862.2.peg.622
all_I_2.0_c_0.4_m_maxbit	195	hypothetical protein_ga0150975_17993	fig|155862.1.peg.892	NONE	fig|155862.4.peg.436	fig|155862.5.peg.642	fig|155862.2.peg.678
all_I_2.0_c_0.4_m_maxbit	1686	hypothetical protein_ga0150971_10085	fig|155862.1.peg.87	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1117	adenylate cyclase, class 2_ga0150971_104013	fig|155862.1.peg.442	NONE	NONE	NONE	fig|155862.2.peg.983
all_I_2.0_c_0.4_m_maxbit	1504	hypothetical protein_ga0150971_101914	fig|155862.1.peg.208	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	909	hypothetical protein_ga0150975_18241	NONE	NONE	NONE	fig|155862.5.peg.701;fig|155862.5.peg.80;fig|155862.5.peg.73	NONE
all_I_2.0_c_0.4_m_maxbit	336	 tryptophan synthase, beta chain_ga0150971_107331	fig|155862.1.peg.793	NONE	fig|155862.4.peg.804	fig|155862.5.peg.727	fig|155862.2.peg.1137
all_I_2.0_c_0.4_m_maxbit	1767	hypothetical protein_ga0150973_110843	NONE	fig|155862.3.peg.165	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1194	dna-binding transcriptional regulator, lysr family_ga0150971_10877	fig|155862.1.peg.903	NONE	NONE	NONE	fig|155862.2.peg.268
all_I_2.0_c_0.4_m_maxbit	599	ferritin_ga0150975_11901	fig|155862.1.peg.1354	NONE	fig|155862.4.peg.379	fig|155862.5.peg.172	NONE
all_I_2.0_c_0.4_m_maxbit	26	udp-n-acetylglucosamine 2-epimerase (non-hydrolysing)_ga0150971_10966	fig|155862.1.peg.1074	NONE	fig|155862.4.peg.440	fig|155862.5.peg.289;fig|155862.5.peg.97	fig|155862.2.peg.1144
all_I_2.0_c_0.4_m_maxbit	417	cbs domain-containing protein_ga0150972_104018	fig|155862.1.peg.993	NONE	fig|155862.4.peg.543	NONE	fig|155862.2.peg.197
all_I_2.0_c_0.4_m_maxbit	1339	hypothetical protein_ga0150975_184219	NONE	NONE	NONE	fig|155862.5.peg.744	NONE
all_I_2.0_c_0.4_m_maxbit	676	ncharacterized protein_ga0150971_100314	fig|155862.1.peg.27	fig|155862.3.peg.146	NONE	NONE	fig|155862.2.peg.323
all_I_2.0_c_0.4_m_maxbit	107	lactaldehyde dehydrogenase_ga0150974_14787	fig|155862.1.peg.1004	NONE	fig|155862.4.peg.759	fig|155862.5.peg.257	fig|155862.2.peg.66
all_I_2.0_c_0.4_m_maxbit	1598	hypothetical protein_ga0150975_10137	NONE	NONE	NONE	fig|155862.5.peg.20	NONE
all_I_2.0_c_0.4_m_maxbit	1416	protein of unknown function (duf4013)_ga0150972_11378	NONE	NONE	NONE	NONE	fig|155862.2.peg.455
all_I_2.0_c_0.4_m_maxbit	821	nitt/taut family transport system substrate-binding protein_ga0150971_10722	fig|155862.1.peg.750	NONE	fig|155862.4.peg.574	NONE	fig|155862.2.peg.999
all_I_2.0_c_0.4_m_maxbit	248	uncharacterized membrane protein_ga0150971_101911	fig|155862.1.peg.205	NONE	fig|155862.4.peg.500	fig|155862.5.peg.144	fig|155862.2.peg.718
all_I_2.0_c_0.4_m_maxbit	1679	nuclease homologue_ga0150974_145812	NONE	NONE	fig|155862.4.peg.735	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1106	rubredoxin_ga0150975_11838	fig|155862.1.peg.41	NONE	NONE	fig|155862.5.peg.160	NONE
all_I_2.0_c_0.4_m_maxbit	898	protein of unknown function (duf1156)_ga0150972_109592	NONE	NONE	NONE	NONE	fig|155862.2.peg.583;fig|155862.2.peg.400;fig|155862.2.peg.307
all_I_2.0_c_0.4_m_maxbit	329	ngstate transport system permease protein_ga0150971_10897	fig|155862.1.peg.916	NONE	fig|155862.4.peg.251	fig|155862.5.peg.659	fig|155862.2.peg.1043
all_I_2.0_c_0.4_m_maxbit	1820	n-6 dna methylase_ga0150975_101319	NONE	NONE	NONE	fig|155862.5.peg.32	NONE
all_I_2.0_c_0.4_m_maxbit	1187	micrococcal nuclease_ga0150971_10793	fig|155862.1.peg.830	fig|155862.3.peg.84	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	588	adenine phosphoribosyltransferase_ga0150975_132737	fig|155862.1.peg.158	NONE	NONE	fig|155862.5.peg.260	fig|155862.2.peg.34
all_I_2.0_c_0.4_m_maxbit	19	hypothetical protein_ga0150975_10254	fig|155862.1.peg.1338	NONE	fig|155862.4.peg.193	fig|155862.5.peg.640;fig|155862.5.peg.56;fig|155862.5.peg.53	fig|155862.2.peg.680
all_I_2.0_c_0.4_m_maxbit	422	d-aminoacyl-trna deacylase_ga0150971_109363	fig|155862.1.peg.1024	fig|155862.3.peg.88	NONE	NONE	fig|155862.2.peg.1076
all_I_2.0_c_0.4_m_maxbit	1328	hypothetical protein_ga0150971_109521	fig|155862.1.peg.1068	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	733	predicted rna methylase_ga0150971_104035	fig|155862.1.peg.464	NONE	NONE	fig|155862.5.peg.28	fig|155862.2.peg.573
all_I_2.0_c_0.4_m_maxbit	96	 lsu ribosomal protein l1p_ga0150975_142111	fig|155862.1.peg.908	NONE	fig|155862.4.peg.452;fig|155862.4.peg.450	fig|155862.5.peg.395	fig|155862.2.peg.378
all_I_2.0_c_0.4_m_maxbit	1591	hypothetical protein_ga0150971_104053	fig|155862.1.peg.482	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1409	hypothetical protein_ga0150971_11229	fig|155862.1.peg.1264	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	810	 membrane-bound hydrogenase subunit ehbc_ga0150971_10641	fig|155862.1.peg.703	NONE	fig|155862.4.peg.115	NONE	fig|155862.2.peg.211
all_I_2.0_c_0.4_m_maxbit	241	geranylgeranyl reductase family_ga0150971_101845	fig|155862.1.peg.194	NONE	fig|155862.4.peg.197	fig|155862.5.peg.335	fig|155862.2.peg.177
all_I_2.0_c_0.4_m_maxbit	1668	uncharacterized conserved protein_ga0150971_10734	fig|155862.1.peg.766	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1099	uncharacterized membrane protein_ga0150975_134015	NONE	NONE	NONE	fig|155862.5.peg.305	fig|155862.2.peg.650
